nombre	tipo	coords	direccion	puntaje	resenas	horarios_semana
Esther Helados Promo en desayunos y meriendas Nuevo ,Rappi y Pedido ya Todos los dias	Heladería	{'lat': -32.9349743, 'lng': -60.65129649999999}	Blvd. Oroño 52, S2000DSN Rosario, Santa Fe, Argentina	3.9	1605	{'Lunes': [{'apertura': '09:00', 'cierre': '00:30'}], 'Martes': [{'apertura': '09:00', 'cierre': '00:30'}], 'Miércoles': [{'apertura': '09:00', 'cierre': '00:30'}], 'Jueves': [{'apertura': '09:00', 'cierre': '01:00'}], 'Viernes': [{'apertura': '09:00', 'cierre': '02:00'}], 'Sábado': [{'apertura': '09:00', 'cierre': '02:00'}], 'Domingo': [{'apertura': '09:00', 'cierre': '00:30'}]}
Renato Heladería	Heladería	{'lat': -32.9351841, 'lng': -60.65270469999999}	Alvear, Jujuy y, S2000 Rosario, Santa Fe, Argentina	4.2	1492	{'Lunes': [{'apertura': '16:00', 'cierre': '00:30'}], 'Martes': [{'apertura': '16:00', 'cierre': '00:30'}], 'Miércoles': [{'apertura': '13:00', 'cierre': '00:30'}], 'Jueves': [{'apertura': '13:00', 'cierre': '01:00'}], 'Viernes': [{'apertura': '13:00', 'cierre': '02:45'}], 'Sábado': [{'apertura': '13:00', 'cierre': '02:45'}], 'Domingo': [{'apertura': '13:00', 'cierre': '01:00'}]}
Monk's	Heladería	{'lat': -32.9417078, 'lng': -60.6382898}	Mitre 401, S2000COI Rosario, Santa Fe, Argentina	4.2	498	{'Lunes': [{'apertura': '12:30', 'cierre': '23:00'}], 'Martes': [{'apertura': '12:30', 'cierre': '23:30'}], 'Miércoles': [{'apertura': '12:30', 'cierre': '23:30'}], 'Jueves': [{'apertura': '12:30', 'cierre': '23:30'}], 'Viernes': [{'apertura': '12:30', 'cierre': '00:30'}], 'Sábado': [{'apertura': '12:30', 'cierre': '00:30'}], 'Domingo': [{'apertura': '11:30', 'cierre': '23:45'}]}
Américo Helados PICHINCHA	Heladería	{'lat': -32.9356029, 'lng': -60.65064399999999}	Jujuy 2162, S2000 Rosario, Santa Fe, Argentina	4.4	1223	{'Lunes': [{'apertura': '15:30', 'cierre': '00:00'}], 'Martes': [{'apertura': '15:30', 'cierre': '00:00'}], 'Miércoles': [{'apertura': '15:30', 'cierre': '00:00'}], 'Jueves': [{'apertura': '15:30', 'cierre': '00:00'}], 'Viernes': [{'apertura': '12:00', 'cierre': '00:30'}], 'Sábado': [{'apertura': '12:00', 'cierre': '00:30'}], 'Domingo': [{'apertura': '12:00', 'cierre': '00:00'}]}
AiLilú	Heladería	{'lat': -32.9286174, 'lng': -60.6792726}	Jorge Harding 1106, S2013 DSH, Santa Fe, Argentina	5.0	1	{'Lunes': [{'apertura': '09:00', 'cierre': '14:00'}, {'apertura': '18:00', 'cierre': '22:00'}], 'Martes': [{'apertura': '09:00', 'cierre': '14:00'}, {'apertura': '18:00', 'cierre': '22:00'}], 'Miércoles': [{'apertura': '09:00', 'cierre': '14:00'}, {'apertura': '18:00', 'cierre': '22:00'}], 'Jueves': [{'apertura': '09:00', 'cierre': '14:00'}, {'apertura': '18:00', 'cierre': '22:00'}], 'Viernes': [{'apertura': '09:00', 'cierre': '14:00'}, {'apertura': '18:00', 'cierre': '22:00'}], 'Sábado': [{'apertura': '09:00', 'cierre': '14:00'}, {'apertura': '18:00', 'cierre': '22:00'}], 'Domingo': [{'apertura': '09:00', 'cierre': '14:00'}, {'apertura': '18:00', 'cierre': '22:00'}]}
MONT BLANC	Heladería	{'lat': -32.9566717, 'lng': -60.6454141}	Av. Pellegrini 1417, S2000 Rosario, Santa Fe, Argentina	4.8	417	{'Lunes': [{'apertura': '11:00', 'cierre': '01:00'}], 'Martes': [{'apertura': '11:00', 'cierre': '01:00'}], 'Miércoles': [{'apertura': '11:00', 'cierre': '01:00'}], 'Jueves': [{'apertura': '11:00', 'cierre': '01:00'}], 'Viernes': [{'apertura': '11:00', 'cierre': '02:00'}], 'Sábado': [{'apertura': '11:00', 'cierre': '02:00'}], 'Domingo': [{'apertura': '11:00', 'cierre': '01:00'}]}
TENTO HELADERIA Presidente Peron	Heladería	{'lat': -32.9577854, 'lng': -60.68720559999999}	Av. Pres. Perón 4336, S2000 Rosario, Santa Fe, Argentina	4.0	28	{'Lunes': [{'apertura': '11:00', 'cierre': '01:00'}], 'Martes': [{'apertura': '11:00', 'cierre': '01:00'}], 'Miércoles': [{'apertura': '11:00', 'cierre': '01:00'}], 'Jueves': [{'apertura': '11:00', 'cierre': '01:00'}], 'Viernes': [{'apertura': '11:00', 'cierre': '02:00'}], 'Sábado': [{'apertura': '11:00', 'cierre': '02:00'}], 'Domingo': [{'apertura': '11:00', 'cierre': '01:00'}]}
Helados Com Com.	Heladería	{'lat': -32.9248852, 'lng': -60.67908000000001}	Vélez Sársfield 1101, S2000 FYR, Santa Fe, Argentina	4.1	71	{'Lunes': 'Cerrado', 'Martes': [{'apertura': '10:00', 'cierre': '18:00'}], 'Miércoles': [{'apertura': '10:00', 'cierre': '18:00'}], 'Jueves': [{'apertura': '10:00', 'cierre': '18:00'}], 'Viernes': [{'apertura': '10:00', 'cierre': '18:00'}], 'Sábado': [{'apertura': '10:00', 'cierre': '18:00'}], 'Domingo': [{'apertura': '09:00', 'cierre': '13:00'}]}
"""WOW! Gelato"""	Heladería	{'lat': -32.9504862, 'lng': -60.67787629999999}	Avenida Pellegrini 3806 Echesortu, Av. Pellegrini, Castellanos esquina, S2000 Rosario, Santa Fe, Argentina	4.8	36	{'Lunes': [{'apertura': '14:00', 'cierre': '00:00'}], 'Martes': [{'apertura': '14:00', 'cierre': '00:00'}], 'Miércoles': [{'apertura': '12:00', 'cierre': '00:00'}], 'Jueves': [{'apertura': '12:00', 'cierre': '00:00'}], 'Viernes': [{'apertura': '12:00', 'cierre': '00:00'}], 'Sábado': [{'apertura': '11:00', 'cierre': '00:00'}], 'Domingo': [{'apertura': '11:00', 'cierre': '00:00'}]}
Trentino Helados	Heladería	{'lat': -32.9418095, 'lng': -60.63764639999999}	Trentino gelateria, Tucumán 1151, S2000 Rosario, Santa Fe, Argentina	4.2	301	{'Lunes': [{'apertura': '18:00', 'cierre': '00:00'}], 'Martes': [{'apertura': '18:00', 'cierre': '00:00'}], 'Miércoles': [{'apertura': '12:00', 'cierre': '00:00'}], 'Jueves': [{'apertura': '12:00', 'cierre': '00:00'}], 'Viernes': [{'apertura': '12:00', 'cierre': '00:00'}], 'Sábado': [{'apertura': '12:00', 'cierre': '00:00'}], 'Domingo': [{'apertura': '12:00', 'cierre': '00:00'}]}
Grido helado	Heladería	{'lat': -32.9565937, 'lng': -60.6732325}	Av. Pres. Perón 3401, S2000 Rosario, Santa Fe, Argentina	4.1	509	{'Lunes': [{'apertura': '12:00', 'cierre': '00:00'}], 'Martes': [{'apertura': '12:00', 'cierre': '00:00'}], 'Miércoles': [{'apertura': '12:00', 'cierre': '00:00'}], 'Jueves': [{'apertura': '12:00', 'cierre': '00:00'}], 'Viernes': [{'apertura': '12:00', 'cierre': '00:00'}], 'Sábado': [{'apertura': '12:00', 'cierre': '00:00'}], 'Domingo': [{'apertura': '12:00', 'cierre': '00:00'}]}
Heladeria Yampi Rioja 2755	Heladería	{'lat': -32.9437663, 'lng': -60.66121359999999}	Rioja 2755, S2000 Rosario, Santa Fe, Argentina	3.7	86	{'Lunes': [{'apertura': '13:00', 'cierre': '01:30'}], 'Martes': [{'apertura': '11:00', 'cierre': '01:30'}], 'Miércoles': [{'apertura': '11:00', 'cierre': '01:30'}], 'Jueves': [{'apertura': '11:00', 'cierre': '01:30'}], 'Viernes': [{'apertura': '11:00', 'cierre': '01:30'}], 'Sábado': [{'apertura': '11:00', 'cierre': '01:30'}], 'Domingo': [{'apertura': '11:00', 'cierre': '01:30'}]}
Borussia Cervezas	Cervecería	{'lat': -32.9775489, 'lng': -60.6445818}	Av. San Martín 3440, S2000 Rosario, Santa Fe, Argentina	4.3	1751	{'Lunes': [{'apertura': '08:00', 'cierre': '16:00'}], 'Martes': [{'apertura': '08:00', 'cierre': '01:00'}], 'Miércoles': [{'apertura': '08:00', 'cierre': '01:00'}], 'Jueves': [{'apertura': '08:00', 'cierre': '01:00'}], 'Viernes': [{'apertura': '08:00', 'cierre': '02:00'}], 'Sábado': [{'apertura': '08:00', 'cierre': '02:00'}], 'Domingo': [{'apertura': '17:30', 'cierre': '01:00'}]}
Anfora Cerveza Artesanal	Cervecería	{'lat': -32.9362157, 'lng': -60.6619679}	S2002JRO, Catamarca 2941, S2002JRO Rosario, Santa Fe, Argentina	4.7	102	{'Lunes': [{'apertura': '08:00', 'cierre': '16:00'}], 'Martes': [{'apertura': '08:00', 'cierre': '16:00'}], 'Miércoles': [{'apertura': '08:00', 'cierre': '16:00'}], 'Jueves': [{'apertura': '08:00', 'cierre': '16:00'}], 'Viernes': [{'apertura': '08:00', 'cierre': '16:00'}], 'Sábado': 'Cerrado', 'Domingo': 'Cerrado'}
Brooklyn | Crafters' Garden	Cervecería	{'lat': -32.9412465, 'lng': -60.6396895}	S2000AMH, Tucumán 1294, S2000AMH Rosario, Santa Fe, Argentina	4.0	1629	{'Lunes': [{'apertura': '07:30', 'cierre': '16:00'}], 'Martes': [{'apertura': '07:30', 'cierre': '23:45'}], 'Miércoles': [{'apertura': '07:30', 'cierre': '23:45'}], 'Jueves': [{'apertura': '07:30', 'cierre': '00:00'}], 'Viernes': [{'apertura': '07:30', 'cierre': '01:00'}], 'Sábado': [{'apertura': '09:00', 'cierre': '23:00'}], 'Domingo': [{'apertura': '18:00', 'cierre': '23:45'}]}
Manush Rosario	Cervecería	{'lat': -32.9328069, 'lng': -60.6523911}	Güemes 2330, S2000 JBD, Santa Fe, Argentina	4.6	15407	{'Lunes': [{'apertura': '17:30', 'cierre': '01:30'}], 'Martes': [{'apertura': '17:30', 'cierre': '01:30'}], 'Miércoles': [{'apertura': '17:30', 'cierre': '01:30'}], 'Jueves': [{'apertura': '17:30', 'cierre': '02:00'}], 'Viernes': [{'apertura': '17:30', 'cierre': '03:00'}], 'Sábado': [{'apertura': '17:30', 'cierre': '03:00'}], 'Domingo': [{'apertura': '17:30', 'cierre': '01:30'}]}
Sal Si Puedes Rosario	Cervecería	{'lat': -32.9399475, 'lng': -60.66899300000001}	Caferatta 729, Mercado del Patio., San Luis 1038 Bloque 8 B, S2000 Rosario, Santa Fe, Argentina	4.4	336	{'Lunes': 'Cerrado', 'Martes': [{'apertura': '09:00', 'cierre': '00:00'}], 'Miércoles': [{'apertura': '09:00', 'cierre': '00:00'}], 'Jueves': [{'apertura': '09:00', 'cierre': '00:00'}], 'Viernes': [{'apertura': '09:00', 'cierre': '00:00'}], 'Sábado': [{'apertura': '09:00', 'cierre': '00:00'}], 'Domingo': [{'apertura': '09:00', 'cierre': '00:00'}]}
Mosto Somos Cervezas	Cervecería	{'lat': -32.9465571, 'lng': -60.6583784}	Pueyrredón 1096, S2000QIF Rosario, Santa Fe, Argentina	4.6	907	{'Lunes': [{'apertura': '18:00', 'cierre': '01:00'}], 'Martes': [{'apertura': '18:00', 'cierre': '01:00'}], 'Miércoles': [{'apertura': '18:00', 'cierre': '01:00'}], 'Jueves': [{'apertura': '18:00', 'cierre': '01:00'}], 'Viernes': [{'apertura': '18:00', 'cierre': '01:00'}], 'Sábado': [{'apertura': '18:00', 'cierre': '01:00'}], 'Domingo': [{'apertura': '18:00', 'cierre': '01:00'}]}
El Paraíso de la Birra Rosario	Cervecería	{'lat': -32.9354556, 'lng': -60.6662398}	JSA, Catamarca 3257, S2000 Rosario, Santa Fe, Argentina	4.7	3	No disponible
Olegario Almacén Boutique	Cervecería	{'lat': -32.9529233, 'lng': -60.6580189}	Montevideo 2370, S2000PZD Rosario, Santa Fe, Argentina	4.5	411	{'Lunes': 'Cerrado', 'Martes': [{'apertura': '09:00', 'cierre': '00:00'}], 'Miércoles': [{'apertura': '09:00', 'cierre': '00:00'}], 'Jueves': [{'apertura': '09:00', 'cierre': '00:00'}], 'Viernes': [{'apertura': '09:00', 'cierre': '01:00'}], 'Sábado': [{'apertura': '09:00', 'cierre': '15:00'}, {'apertura': '18:30', 'cierre': '01:00'}], 'Domingo': [{'apertura': '06:30', 'cierre': '00:00'}]}
Espacio World	Cervecería	{'lat': -32.9561175, 'lng': -60.64864309999999}	Av. Pellegrini 1647, S2000 Rosario, Santa Fe, Argentina	4.2	2828	{'Lunes': [{'apertura': '07:30', 'cierre': '01:30'}], 'Martes': [{'apertura': '07:30', 'cierre': '01:30'}], 'Miércoles': [{'apertura': '07:30', 'cierre': '01:30'}], 'Jueves': [{'apertura': '07:30', 'cierre': '01:30'}], 'Viernes': [{'apertura': '07:30', 'cierre': '03:00'}], 'Sábado': [{'apertura': '07:30', 'cierre': '03:00'}], 'Domingo': [{'apertura': '08:00', 'cierre': '01:30'}]}
Stuttgart	Cervecería	{'lat': -32.9551303, 'lng': -60.65213009999999}	Av. Pellegrini 1910, S2000 Rosario, Santa Fe, Argentina	4.2	1339	{'Lunes': [{'apertura': '09:00', 'cierre': '01:00'}], 'Martes': [{'apertura': '09:00', 'cierre': '01:00'}], 'Miércoles': [{'apertura': '09:00', 'cierre': '01:00'}], 'Jueves': [{'apertura': '09:00', 'cierre': '01:00'}], 'Viernes': [{'apertura': '09:00', 'cierre': '02:00'}], 'Sábado': [{'apertura': '17:00', 'cierre': '03:00'}], 'Domingo': 'Cerrado'}
ANIMAL BEER MARKET	Cervecería	{'lat': -32.9417059, 'lng': -60.66364479999999}	Córdoba 2966, S2000 Rosario, Santa Fe, Argentina	4.5	146	{'Lunes': [{'apertura': '18:00', 'cierre': '01:00'}], 'Martes': [{'apertura': '18:00', 'cierre': '01:00'}], 'Miércoles': [{'apertura': '18:00', 'cierre': '01:00'}], 'Jueves': [{'apertura': '18:00', 'cierre': '01:00'}], 'Viernes': [{'apertura': '18:00', 'cierre': '03:00'}], 'Sábado': [{'apertura': '19:00', 'cierre': '03:00'}], 'Domingo': 'Cerrado'}
Nº40 Mercado de Birras	Cervecería	{'lat': -32.948995, 'lng': -60.6533101}	Mendoza 2102, S2000 Rosario, Santa Fe, Argentina	4.6	1948	{'Lunes': 'Cerrado', 'Martes': [{'apertura': '18:00', 'cierre': '00:30'}], 'Miércoles': [{'apertura': '18:00', 'cierre': '00:30'}], 'Jueves': [{'apertura': '18:00', 'cierre': '01:00'}], 'Viernes': [{'apertura': '18:00', 'cierre': '02:00'}], 'Sábado': [{'apertura': '19:00', 'cierre': '02:00'}], 'Domingo': [{'apertura': '19:00', 'cierre': '00:30'}]}
Génesis bar pool y cervecería artesanal	Cervecería	{'lat': -32.94587840000001, 'lng': -60.6718342}	Mendoza 3467, S2002PCE Rosario, Santa Fe, Argentina	4.0	1023	{'Lunes': [{'apertura': '08:00', 'cierre': '01:00'}], 'Martes': [{'apertura': '08:00', 'cierre': '01:00'}], 'Miércoles': [{'apertura': '08:00', 'cierre': '01:00'}], 'Jueves': [{'apertura': '08:00', 'cierre': '01:00'}], 'Viernes': [{'apertura': '08:00', 'cierre': '03:00'}], 'Sábado': [{'apertura': '08:00', 'cierre': '03:00'}], 'Domingo': [{'apertura': '17:00', 'cierre': '01:00'}]}
Hoxton House	Cervecería	{'lat': -32.9576484, 'lng': -60.64018109999999}	Av. Pellegrini 1059, S2000BTK Rosario, Santa Fe, Argentina	4.1	3818	{'Lunes': [{'apertura': '07:00', 'cierre': '02:00'}], 'Martes': [{'apertura': '07:00', 'cierre': '02:00'}], 'Miércoles': [{'apertura': '07:00', 'cierre': '02:00'}], 'Jueves': [{'apertura': '07:00', 'cierre': '02:00'}], 'Viernes': [{'apertura': '07:00', 'cierre': '02:30'}], 'Sábado': [{'apertura': '08:00', 'cierre': '02:30'}], 'Domingo': [{'apertura': '08:00', 'cierre': '02:00'}]}
Divague Small Brewery	Cervecería	{'lat': -32.936416, 'lng': -60.65401079999999}	Salta 2383, S2000 Rosario, Santa Fe, Argentina	4.6	292	{'Lunes': 'Cerrado', 'Martes': 'Cerrado', 'Miércoles': [{'apertura': '19:00', 'cierre': '02:30'}], 'Jueves': [{'apertura': '19:00', 'cierre': '02:30'}], 'Viernes': [{'apertura': '19:00', 'cierre': '03:00'}], 'Sábado': [{'apertura': '19:00', 'cierre': '03:00'}], 'Domingo': [{'apertura': '19:00', 'cierre': '02:30'}]}
Vittorio216 (27 De Febrero esquina España)	Cervecería	{'lat': -32.9658913, 'lng': -60.65195420000001}	España 2582, S2000GBR Rosario, Santa Fe, Argentina	4.0	296	{'Lunes': [{'apertura': '07:00', 'cierre': '00:00'}], 'Martes': [{'apertura': '07:00', 'cierre': '00:00'}], 'Miércoles': [{'apertura': '07:00', 'cierre': '00:00'}], 'Jueves': [{'apertura': '07:00', 'cierre': '00:00'}], 'Viernes': [{'apertura': '07:00', 'cierre': '00:00'}], 'Sábado': [{'apertura': '07:00', 'cierre': '00:00'}], 'Domingo': 'Cerrado'}
372 BrewingCo - Fábrica	Cervecería	{'lat': -32.9447238, 'lng': -60.6842791}	3 de Febrero 4358, S2000 Rosario, Santa Fe, Argentina	4.6	24	{'Lunes': [{'apertura': '09:30', 'cierre': '17:30'}], 'Martes': [{'apertura': '09:30', 'cierre': '17:30'}], 'Miércoles': [{'apertura': '09:30', 'cierre': '17:30'}], 'Jueves': [{'apertura': '09:30', 'cierre': '17:30'}], 'Viernes': [{'apertura': '09:30', 'cierre': '17:30'}], 'Sábado': 'Cerrado', 'Domingo': 'Cerrado'}
Ipa House	Cervecería	{'lat': -32.9452366, 'lng': -60.66070019999999}	Callao 1007, S2000QKE Rosario, Santa Fe, Argentina	4.4	1139	{'Lunes': [{'apertura': '18:00', 'cierre': '01:30'}], 'Martes': [{'apertura': '18:00', 'cierre': '01:30'}], 'Miércoles': [{'apertura': '18:00', 'cierre': '01:30'}], 'Jueves': [{'apertura': '18:00', 'cierre': '03:00'}], 'Viernes': [{'apertura': '18:00', 'cierre': '03:00'}], 'Sábado': [{'apertura': '18:00', 'cierre': '03:00'}], 'Domingo': [{'apertura': '18:00', 'cierre': '01:30'}]}
Peñón del Águila Rosario	Cervecería	{'lat': -32.935415, 'lng': -60.6525032}	Alvear 105, S2000 Rosario, Santa Fe, Argentina	4.0	4246	{'Lunes': [{'apertura': '18:30', 'cierre': '01:00'}], 'Martes': [{'apertura': '18:30', 'cierre': '01:00'}], 'Miércoles': [{'apertura': '18:30', 'cierre': '01:00'}], 'Jueves': [{'apertura': '18:30', 'cierre': '02:00'}], 'Viernes': [{'apertura': '19:00', 'cierre': '04:00'}], 'Sábado': [{'apertura': '19:00', 'cierre': '04:00'}], 'Domingo': [{'apertura': '19:00', 'cierre': '01:00'}]}
King Beer	Cervecería	{'lat': -32.955897, 'lng': -60.6496509}	Av. Pellegrini 1727, S2000 Rosario, Santa Fe, Argentina	4.4	2507	{'Lunes': [{'apertura': '17:00', 'cierre': '02:00'}], 'Martes': [{'apertura': '17:00', 'cierre': '02:00'}], 'Miércoles': [{'apertura': '17:00', 'cierre': '02:00'}], 'Jueves': [{'apertura': '17:00', 'cierre': '03:00'}], 'Viernes': [{'apertura': '17:00', 'cierre': '04:00'}], 'Sábado': [{'apertura': '17:00', 'cierre': '04:00'}], 'Domingo': [{'apertura': '17:00', 'cierre': '02:00'}]}
Cleto Cerveceria	Cervecería	{'lat': -32.9333752, 'lng': -60.6576956}	Callao 15 S2000LLA, S2000LLF Rosario, Santa Fe, Argentina	4.1	1651	{'Lunes': 'Cerrado', 'Martes': [{'apertura': '18:30', 'cierre': '01:00'}], 'Miércoles': [{'apertura': '18:30', 'cierre': '01:00'}], 'Jueves': [{'apertura': '18:30', 'cierre': '02:00'}], 'Viernes': [{'apertura': '18:30', 'cierre': '02:00'}], 'Sábado': [{'apertura': '18:30', 'cierre': '02:00'}], 'Domingo': [{'apertura': '18:30', 'cierre': '02:00'}]}
Club De Maltas	Cervecería	{'lat': -32.9315905, 'lng': -60.6603981}	Güemes 2901, S2002JBO Rosario, Santa Fe, Argentina	4.4	950	{'Lunes': 'Cerrado', 'Martes': [{'apertura': '19:00', 'cierre': '01:00'}], 'Miércoles': [{'apertura': '19:00', 'cierre': '02:00'}], 'Jueves': [{'apertura': '19:00', 'cierre': '03:00'}], 'Viernes': [{'apertura': '19:00', 'cierre': '04:00'}], 'Sábado': [{'apertura': '19:00', 'cierre': '04:00'}], 'Domingo': [{'apertura': '19:00', 'cierre': '02:00'}]}
El Patio Multiespacio	Cervecería	{'lat': -32.9497944, 'lng': -60.647806}	España 1190, S2000 Rosario, Santa Fe, Argentina	4.2	1435	{'Lunes': [{'apertura': '08:00', 'cierre': '00:30'}], 'Martes': [{'apertura': '08:00', 'cierre': '00:30'}], 'Miércoles': [{'apertura': '08:00', 'cierre': '00:30'}], 'Jueves': [{'apertura': '08:00', 'cierre': '01:30'}], 'Viernes': [{'apertura': '08:00', 'cierre': '01:30'}], 'Sábado': [{'apertura': '08:00', 'cierre': '01:30'}], 'Domingo': [{'apertura': '08:00', 'cierre': '00:30'}]}
Weiss Beer & Burger	Cervecería	{'lat': -32.9446724, 'lng': -60.644817}	Pres. Roca 749, S2000 Rosario, Santa Fe, Argentina	4.5	767	{'Lunes': [{'apertura': '12:00', 'cierre': '15:00'}, {'apertura': '20:00', 'cierre': '23:30'}], 'Martes': [{'apertura': '12:00', 'cierre': '15:00'}, {'apertura': '20:00', 'cierre': '23:30'}], 'Miércoles': [{'apertura': '12:00', 'cierre': '15:00'}, {'apertura': '20:00', 'cierre': '23:30'}], 'Jueves': [{'apertura': '12:00', 'cierre': '15:00'}, {'apertura': '20:00', 'cierre': '23:30'}], 'Viernes': [{'apertura': '12:00', 'cierre': '15:00'}, {'apertura': '20:00', 'cierre': '00:00'}], 'Sábado': [{'apertura': '12:00', 'cierre': '15:00'}, {'apertura': '20:00', 'cierre': '00:00'}], 'Domingo': [{'apertura': '20:00', 'cierre': '23:00'}]}
Birramp Bar	Cervecería	{'lat': -32.94563790000001, 'lng': -60.634428}	San Lorenzo 879, S2000 Rosario, Santa Fe, Argentina	4.6	94	{'Lunes': [{'apertura': '18:00', 'cierre': '01:00'}], 'Martes': [{'apertura': '18:00', 'cierre': '01:00'}], 'Miércoles': [{'apertura': '18:00', 'cierre': '01:00'}], 'Jueves': [{'apertura': '18:00', 'cierre': '01:00'}], 'Viernes': [{'apertura': '18:00', 'cierre': '02:00'}], 'Sábado': [{'apertura': '18:00', 'cierre': '02:00'}], 'Domingo': [{'apertura': '18:00', 'cierre': '01:00'}]}
El Leñador	Cervecería	{'lat': -32.9582989, 'lng': -60.64127269999999}	Sarmiento 1798, S2000 FVB, Santa Fe, Argentina	4.3	1520	{'Lunes': [{'apertura': '07:30', 'cierre': '15:30'}], 'Martes': [{'apertura': '07:30', 'cierre': '23:30'}], 'Miércoles': [{'apertura': '07:30', 'cierre': '23:30'}], 'Jueves': [{'apertura': '07:30', 'cierre': '23:30'}], 'Viernes': [{'apertura': '07:30', 'cierre': '12:30'}], 'Sábado': [{'apertura': '08:00', 'cierre': '12:30'}, {'apertura': '18:30', 'cierre': '01:00'}], 'Domingo': [{'apertura': '18:30', 'cierre': '00:00'}]}
La Vizcachera cervecería	Cervecería	{'lat': -32.9507284, 'lng': -60.67654510000001}	Av. Pellegrini 3702, S2000 Rosario, Santa Fe, Argentina	4.6	228	{'Lunes': 'Cerrado', 'Martes': [{'apertura': '18:00', 'cierre': '02:00'}], 'Miércoles': [{'apertura': '18:00', 'cierre': '02:00'}], 'Jueves': [{'apertura': '18:00', 'cierre': '02:00'}], 'Viernes': [{'apertura': '18:00', 'cierre': '02:00'}], 'Sábado': [{'apertura': '18:00', 'cierre': '02:00'}], 'Domingo': 'Cerrado'}
Las birras de Juan	Cervecería	{'lat': -32.9610966, 'lng': -60.64042800000001}	Ituzaingó 1001, S2000 Rosario, Santa Fe, Argentina	4.5	374	{'Lunes': [{'apertura': '18:00', 'cierre': '01:30'}], 'Martes': [{'apertura': '18:00', 'cierre': '01:30'}], 'Miércoles': [{'apertura': '18:00', 'cierre': '01:30'}], 'Jueves': [{'apertura': '18:00', 'cierre': '01:30'}], 'Viernes': [{'apertura': '18:00', 'cierre': '01:30'}], 'Sábado': [{'apertura': '18:00', 'cierre': '02:30'}], 'Domingo': [{'apertura': '18:00', 'cierre': '02:30'}]}
Harrison Bar	Cervecería	{'lat': -32.9347697, 'lng': -60.6483634}	Brown 2002, S2000 Rosario, Santa Fe, Argentina	4.4	888	{'Lunes': [{'apertura': '08:00', 'cierre': '00:00'}], 'Martes': [{'apertura': '08:00', 'cierre': '00:00'}], 'Miércoles': [{'apertura': '08:00', 'cierre': '00:00'}], 'Jueves': [{'apertura': '08:00', 'cierre': '00:00'}], 'Viernes': [{'apertura': '08:00', 'cierre': '01:00'}], 'Sábado': [{'apertura': '08:00', 'cierre': '13:00'}, {'apertura': '18:00', 'cierre': '01:00'}], 'Domingo': 'Cerrado'}
Rugen cerveceria	Cervecería	{'lat': -32.9554272, 'lng': -60.6376241}	Maipú 1498, S2000 Rosario, Santa Fe, Argentina	4.4	408	{'Lunes': [{'apertura': '18:30', 'cierre': '01:00'}], 'Martes': [{'apertura': '18:30', 'cierre': '01:00'}], 'Miércoles': [{'apertura': '18:30', 'cierre': '01:00'}], 'Jueves': [{'apertura': '18:30', 'cierre': '01:00'}], 'Viernes': [{'apertura': '18:30', 'cierre': '03:00'}], 'Sábado': [{'apertura': '18:30', 'cierre': '03:00'}], 'Domingo': [{'apertura': '18:30', 'cierre': '01:00'}]}
Boulevard Cervecitas Fenicia	Cervecería	{'lat': -32.9340073, 'lng': -60.6639684}	Av. Francia 168, S2002LSO Rosario, Santa Fe, Argentina	4.4	505	{'Lunes': [{'apertura': '18:00', 'cierre': '01:00'}], 'Martes': [{'apertura': '18:00', 'cierre': '01:00'}], 'Miércoles': [{'apertura': '18:00', 'cierre': '02:30'}], 'Jueves': [{'apertura': '18:00', 'cierre': '02:30'}], 'Viernes': [{'apertura': '18:00', 'cierre': '02:30'}], 'Sábado': [{'apertura': '18:00', 'cierre': '03:00'}], 'Domingo': [{'apertura': '18:00', 'cierre': '01:30'}]}
Abasto Smokehouse & kitchen	Cervecería	{'lat': -32.9579284, 'lng': -60.6386555}	Av. Pellegrini 933, S2000BTJ Rosario, Santa Fe, Argentina	4.0	3164	{'Lunes': [{'apertura': '07:30', 'cierre': '01:00'}], 'Martes': [{'apertura': '07:30', 'cierre': '01:00'}], 'Miércoles': [{'apertura': '07:30', 'cierre': '01:00'}], 'Jueves': [{'apertura': '07:30', 'cierre': '01:00'}], 'Viernes': [{'apertura': '07:30', 'cierre': '02:00'}], 'Sábado': [{'apertura': '07:30', 'cierre': '02:00'}], 'Domingo': [{'apertura': '07:30', 'cierre': '01:00'}]}
Cerveza Patagonia - Refugio Alto Rosario	Cervecería	{'lat': -32.9272376, 'lng': -60.6708714}	Junín 501, S2013 Rosario, Santa Fe, Argentina	4.8	1416	{'Lunes': [{'apertura': '12:00', 'cierre': '00:00'}], 'Martes': [{'apertura': '12:00', 'cierre': '00:00'}], 'Miércoles': [{'apertura': '12:00', 'cierre': '00:00'}], 'Jueves': [{'apertura': '12:00', 'cierre': '00:00'}], 'Viernes': [{'apertura': '12:00', 'cierre': '00:00'}], 'Sábado': [{'apertura': '12:00', 'cierre': '00:00'}], 'Domingo': [{'apertura': '12:00', 'cierre': '00:00'}]}
